No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TI024202,TI024207,TI024208,PI024202,PI024207,PI024208,FI024202,FI024208,TI024301,PI02001A,FI02001A,SI0201,TIA024500A,TIA024501A,TIA024502A,TIA024503A,TIA024504A,TIA024505A,TIA024506A,TIA024507A,TIA024508A,TIA024509A,TIA024510A,TIA024511A,TIA024512A,TIA024513A,TIA024514A,TIA024515A,VIA024502X,VIA024502Y,VIA024503X,VIA024503Y,VIA024506X,VIA024506Y,VIA024507X,VIA024507Y,VIA024508X,VIA024508Y,VIA024511X,VIA024511Y,VIA024514X,VIA024514Y,VIA024515X,VIA024515Y,ZIA024503A,ZIA024503B,ZIA024504A,ZIA024504B,ZIA024512A,ZIA024512B,K024504,K024515,II024501,II024502,SI024402,SI024403,SI024404,SI024405,SI024406
424,9.8,86.94,96.68,0.61,6.46,195683.8,39.58,4599,300,28.49,0.59,6.76,6.77,142551.7,71939.01,56.58,8.52,3.43,4600,71.19,54.82,70.17,51.67,63.76,58.41,53.43,69.07,56.25,77.64,53.28,56.18,53.21,53.69,79.98,57.75,37.54,48.57,55,66.09,7.06,10.69,9.36,12.42,9.43,12.46,15.94,17.47,21.48,24.44,14.78,17.94,-0.31,-0.31,-0.47,-0.4,0.27,0.29,11555.92,4599.91,0,0,4599,4600,4599,4600,4599
425,9.7,87.09,96.71,0.61,6.47,197560.5,38.53,4601,300,28.42,0.59,6.76,6.76,142336.3,70313.7,56.43,8.88,0,4601,71.3,54.86,70.02,51.78,63.65,57.57,53.47,69.14,56.4,77.56,53.32,56.18,53.06,53.69,80.57,57.72,37.54,50.47,51.95,71.8,6.68,10.69,9.17,12.42,9.24,12.46,16.13,18.05,24.04,21.28,12.61,22.08,-0.31,-0.31,-0.46,-0.4,0.28,0.3,11560.65,4601.81,0,0,4601,4601,4601,4601,4600
426,9.87,87.2,96.74,0.61,6.49,200854.6,39.04,4604,300,28.59,0.59,6.76,6.77,146724.4,73220.02,56.36,8.73,0,4604,71.23,54.79,70.09,51.67,63.79,58.48,53.36,69.1,56.32,77.67,53.28,56.1,53.21,53.65,79.98,57.68,37.92,50.66,53.86,65.71,6.87,10.88,9.93,12.61,11.32,16.23,16.9,18.81,21.88,24.63,14.98,19.32,-0.31,-0.32,-0.46,-0.4,0.27,0.3,11568.62,4604.97,0,0,4604,4604,4604,4605,4604
427,9.53,86.9,96.74,0.61,6.4,201454.8,39.01,4621,300,28.71,0.59,6.74,6.74,142366.9,76337.27,56.54,8.88,3.41,4621,71.23,54.71,69.98,51.82,63.83,58.74,53.5,69.07,56.36,77.64,53.17,56.03,53.14,53.54,79.4,57.75,36.78,48.95,55.57,70.85,6.68,10.69,10.7,11.27,9.24,12.27,15.94,18.62,24.24,26.41,16.75,21.49,-0.31,-0.31,-0.47,-0.4,0.27,0.29,11610.11,4621.36,0,0,4621,4621,4621,4621,4621
428,9.56,86.98,96.71,0.61,6.47,199178.2,39.75,4605,300,28.44,0.58,6.77,6.77,141125.1,70784.5,56.54,8.95,0,4604,71.16,54.82,69.98,51.93,63.72,57.79,53.36,69.21,56.4,77.67,53.28,56.03,52.7,53.65,80.2,57.53,36.97,48.37,54.62,67.23,6.49,10.69,9.55,12.8,9.43,13.59,16.13,18.24,29.95,24.04,16.16,22.08,-0.31,-0.31,-0.46,-0.4,0.27,0.29,11565.36,4603.46,0,0,4605,4605,4605,4605,4605
429,9.9,86.94,96.68,0.61,6.51,200301,39.58,4598,300,28.52,0.58,6.76,6.77,146171.4,74311.12,56.65,9.01,3.42,4598,71.12,54.82,69.95,51.75,63.68,58.48,53.36,69.25,56.29,77.64,53.28,56.03,52.59,53.65,79.87,57.61,36.01,51.61,54.05,72.19,6.68,10.31,9.74,11.84,9.43,13.02,15.94,17.85,26.01,25.62,12.81,19.72,-0.31,-0.31,-0.48,-0.4,0.27,0.29,11550.3,4597.44,0,0,4598,4598,4598,4597,4598
430,5.49,86.5,96.68,0.61,6.72,198998.5,38.38,4608,300,28.03,0.59,6.76,6.77,144309.5,71704.54,56.47,8.77,0,4608,71.19,54.68,69.69,51.64,63.76,57.42,53.21,69.18,56.25,77.45,53.17,55.81,52.41,53.25,80.02,57.5,39.44,54.47,56.33,63.61,6.49,10.31,10.7,14.71,9.43,14.35,15.94,18.05,27.39,21.48,14.98,18.14,-0.32,-0.32,-0.47,-0.4,0.28,0.3,11573.7,4606.99,0,0,4608,4608,4608,4608,4608
431,4.23,85.99,96.68,0.61,6.48,201500.2,38.89,4624,300,28.1,0.59,6.76,6.76,144666.4,77956.65,56.43,8.73,0,4624,71.23,54.57,69.69,51.45,63.72,58.3,52.88,69.36,55.81,77.42,52.81,55.55,52.81,53.28,79.32,57.42,39.06,52.18,58.42,70.85,7.06,10.5,9.36,13.56,10.75,14.53,16.32,18.81,24.83,23.45,17.34,22.08,-0.32,-0.32,-0.48,-0.4,0.26,0.29,11616.26,4623.91,0,0,4624,4624,4624,4624,4624
432,3.34,85.14,96.71,0.61,6.49,200159.8,38.5,4579,300,27.37,0.59,6.76,6.77,139493.2,71011.72,56.36,8.95,4.87,4578,71.01,54.38,69.21,51.12,63.57,57.5,52.52,69.62,55.55,77.34,52.63,55.44,51.53,52.7,79.65,57.09,39.06,53.33,62.23,67.42,6.68,10.31,9.74,15.28,9.05,12.65,16.13,17.85,27.2,20.3,12.22,17.15,-0.33,-0.33,-0.48,-0.4,0.28,0.3,11502.29,4578.45,0,0,4579,4579,4579,4579,4579
433,3.2,84.38,96.62,0.61,6.47,204820.4,39.09,4589,300,27.17,0.58,6.74,6.74,144952.6,70924.95,56.47,8.77,0,4589,70.9,54.13,69.1,51.09,63.57,56.8,52.11,69.95,55.37,77.01,52.37,55.33,51.42,52.63,79.29,57.06,39.25,51.8,55.76,69.14,7.06,9.73,10.12,17.96,8.87,12.08,15.94,17.85,21.28,22.86,13.4,19.13,-0.33,-0.33,-0.48,-0.4,0.28,0.29,11528.58,4589.02,0,0,4589,4589,4590,4588,4590
434,2.52,84.34,96.65,0.61,6.53,198571.3,39.04,4604,300,27.08,0.59,6.77,6.78,140995.5,74931.59,56.32,8.71,3.46,4604,70.9,54.05,69.1,50.87,63.57,57.28,52.19,69.91,55.26,77.16,52.22,55.01,51.16,52.37,79.29,56.87,40.4,54.09,62.42,68.19,7.06,10.69,9.55,14.71,9.43,12.65,15.94,18.05,24.63,21.68,14.98,18.93,-0.33,-0.33,-0.47,-0.4,0.28,0.29,11564.22,4603.24,0,0,4604,4604,4604,4603,4604
435,2.49,85,96.62,0.61,6.66,196327.9,37.38,4604,300,26.88,0.59,6.75,6.76,144707.3,70373.76,56.18,8.82,0,4604,70.9,54.16,68.81,50.87,63.72,56.43,52.04,70.13,55.26,77.23,52.22,54.97,50.94,52.44,79.8,56.91,40.97,51.99,53.48,67.42,6.87,10.31,13.37,15.85,9.05,12.84,15.74,18.24,25.03,22.27,13.99,18.73,-0.33,-0.33,-0.47,-0.4,0.28,0.3,11565,4603.47,0,0,4604,4604,4604,4603,4604
436,2.18,84.23,96.65,0.61,6.68,195582.9,38.09,4565,300,26.71,0.58,6.77,6.78,143155.5,70006.86,56.21,9.18,3.4,4565,70.83,54.05,68.7,50.83,63.43,56.8,51.82,70.09,55.23,77.16,52.11,54.93,50.68,52.37,79.36,56.87,40.21,53.14,57.66,67.04,8.02,9.73,9.36,14.71,9.05,13.59,16.32,17.66,22.66,23.06,15.37,22.48,-0.33,-0.33,-0.47,-0.44,0.28,0.3,11466.67,4564.47,0,0,4565,4564,4565,4565,4565
437,0.33,83.53,96.62,0.61,6.6,199874.6,38.04,4586,300,26.64,0.59,6.76,6.76,147742.9,73964.23,56.32,8.68,0,4587,70.68,53.94,68.56,50.68,63.35,56.98,51.71,70.28,55.23,76.9,51.82,54.57,50.61,52.08,79.25,56.54,44.02,55.23,56.14,67.42,7.45,10.31,9.93,14.33,9.24,13.59,15.94,18.24,19.71,24.83,13.6,18.93,-0.34,-0.34,-0.47,-0.44,0.28,0.29,11521.72,4586.3,0,0,4586,4586,4586,4586,4585
438,-0.73,83.24,96.65,0.61,6.71,198332,38.75,4604,300,26.27,0.59,6.76,6.77,142206.5,72959.8,56.25,8.9,3.33,4604,70.79,53.83,68.52,50.65,63.32,56.54,51.42,70.35,55.12,76.87,51.71,54.49,50.68,51.97,79.32,56.54,42.11,58.85,62.23,66.09,7.83,11.07,10.51,14.71,9.05,12.84,16.32,17.85,24.83,24.04,14.78,19.32,-0.34,-0.34,-0.47,-0.43,0.27,0.29,11566.08,4603.93,0,0,4604,4604,4603,4604,4604
439,0.16,83.9,96.65,0.61,6.64,199435.7,37.67,4577,300,26.98,0.58,6.74,6.75,149347.1,74691.76,56.18,8.54,0,4577,70.79,54.02,68.41,50.83,63.39,57.46,51.75,70.13,55.41,77.09,51.75,54.53,50.68,52.08,79.21,56.65,38.11,51.61,62.04,62.09,7.64,10.12,10.31,14.52,8.87,12.08,16.13,18.05,27.59,21.48,13.99,19.32,-0.34,-0.34,-0.47,-0.43,0.28,0.3,11498.59,4577.05,0,0,4577,4577,4578,4577,4577
440,1.08,86.06,96.8,0.61,6.38,198932.2,36.45,4617,300,28.05,0.59,6.75,6.75,146716.3,75435.01,56.25,8.7,3.41,4616,71.12,54.53,69.03,51.53,63.76,57.9,52.59,69.69,55.59,77.42,52.52,55.3,51.71,52.81,79.69,57.13,40.59,52.37,56.52,72,7.06,10.31,11.46,15.47,9.62,13.21,15.74,17.66,25.62,22.86,14.59,19.72,-0.34,-0.34,-0.48,-0.43,0.28,0.3,11595.85,4615.81,0,0,4617,4616,4616,4616,4616
441,2.38,86.98,96.74,0.61,6.54,199239.9,37.62,4608,300,28.83,0.59,6.77,6.78,141143.5,73336.01,56.62,8.67,0,4608,71.16,54.86,69.4,51.86,63.72,58.45,53.06,69.36,56.29,77.67,53.06,55.88,52.26,53.36,79.83,57.57,38.3,48.57,55,68.19,6.87,11.07,11.27,15.09,9.62,14.72,15.94,18.24,27.2,24.83,14.78,20.9,-0.34,-0.34,-0.48,-0.43,0.28,0.29,11575.69,4607.72,0,0,4608,4608,4608,4608,4608
442,4.4,87.96,96.56,0.61,6.43,194703.7,38.11,4623,300,29.54,0.59,6.75,6.75,140778.5,76863.76,56.84,8.78,3.47,4622,71.27,55.04,69.73,52.11,63.9,59.33,53.69,68.88,56.65,77.86,53.32,56.1,52.88,53.91,80.09,57.97,37.73,48.76,55.38,68.76,7.25,10.69,13.75,17,9.81,13.02,15.94,17.85,23.85,23.65,15.57,20.31,-0.33,-0.34,-0.48,-0.44,0.27,0.29,11610.74,4622,0,0,4623,4623,4623,4622,4622
443,6.31,87.85,96.48,0.61,6.55,195079.7,38.62,4575,300,30.08,0.58,6.76,6.77,140692.4,69997.05,56.62,8.97,0,4575,71.38,55.44,69.98,52.44,63.61,59.33,54.02,68.56,56.87,78.04,53.76,56.4,52.92,54.31,80.05,58.19,35.44,46.09,54.62,66.09,6.49,9.73,11.08,12.61,9.24,13.02,16.13,17.66,25.23,24.04,15.37,23.27,-0.33,-0.33,-0.49,-0.43,0.28,0.3,11493.3,4574.99,0,0,4575,4575,4575,4575,4575
444,7.1,88.73,96.36,0.61,6.87,193391.6,38.57,4616,300,30.1,0.58,6.78,6.79,142732.7,74500.75,56.73,8.89,0,4617,71.56,55.55,70.13,52.77,63.61,59.99,54.38,68.63,57.28,78.22,54.05,56.73,53.54,54.53,80.24,58.45,39.82,50.85,56.9,68.19,6.49,10.5,12.61,13.56,9.43,13.4,15.74,18.24,30.74,23.45,15.57,19.72,-0.33,-0.33,-0.49,-0.45,0.28,0.29,11597.75,4616.67,0,0,4616,4615,4616,4616,4616
445,8.16,87.01,96.27,0.61,6.52,195110.9,37.92,4598,300,29.1,0.58,6.79,6.8,144429.8,70021.45,56.84,9.04,0,4597,71.27,55.04,69.58,52.19,63.5,58.26,53.72,68.77,56.65,77.71,53.39,56.25,52.41,53.83,79.94,58.12,38.68,48.37,73.27,71.23,6.68,10.5,11.65,12.42,9.43,12.84,16.32,18.05,25.23,22.07,14.39,18.93,-0.32,-0.32,-0.49,-0.45,0.29,0.3,11550.21,4597.58,0,0,4598,4598,4597,4598,4597
446,9.42,87.56,96.18,0.61,6.54,196846.6,38.62,4609,300,28.93,0.58,6.75,6.75,140897.4,74652.83,56.43,8.8,4.85,4608,71.34,54.9,69.98,52,63.68,58.56,53.61,68.92,56.51,77.75,53.32,56.18,52.3,53.83,80.09,57.86,37.16,51.04,52.52,69.71,6.68,10.69,9.93,12.99,9.43,12.84,15.94,17.85,29.76,25.22,16.16,18.53,-0.31,-0.32,-0.49,-0.46,0.27,0.29,11580.04,4609.51,0,0,4609,4609,4609,4609,4610
447,10.28,87.38,96.12,0.61,6.69,199493.6,39.04,4603,300,28.93,0.58,6.77,6.78,145135.7,73930.18,56.62,8.73,0,4604,71.27,54.86,69.87,51.86,63.65,58.7,53.5,69.14,56.51,77.67,53.28,56.18,52.26,53.76,79.98,57.79,40.59,48.37,54.62,68.95,6.68,11.45,9.74,12.03,9.43,13.21,15.74,17.66,27.59,26.41,15.57,19.13,-0.31,-0.31,-0.49,-0.46,0.28,0.29,11563.1,4602.77,0,0,4603,4602,4603,4603,4603
448,9.8,86.5,96.09,0.61,6.48,191859.5,40.16,4561,300,28.78,0.58,6.73,6.74,142989.2,68824.31,56.4,8.68,3.46,4562,71.12,55.04,69.91,51.86,63.65,58.19,53.32,69.07,56.29,77.75,53.36,56.18,52.3,53.65,79.76,57.75,36.97,51.23,51.57,70.66,6.87,10.5,8.6,11.46,8.87,13.4,15.94,17.85,28.77,21.48,15.37,23.27,-0.31,-0.31,-0.48,-0.46,0.28,0.3,11459.76,4561.63,0,0,4561,4561,4562,4561,4562
449,8.81,84.96,96.04,0.61,6.52,193616.7,43.65,4556,300,28.59,0.58,6.7,6.71,144425.9,67469.68,56.58,8.46,0,4556,71.05,54.97,70.13,51.56,63.54,58.15,53.14,69.1,56.07,77.53,53.1,55.96,52.15,53.36,79.61,57.5,37.73,55.42,52.9,68.76,6.87,10.12,9.17,12.42,8.87,12.65,15.94,17.66,25.23,20.89,14.98,22.28,-0.32,-0.32,-0.48,-0.46,0.28,0.3,11446.18,4556.27,0,0,4556,4555,4556,4556,4556
450,7.92,86.94,96.12,0.61,6.41,196169.4,36.94,4606,300,28.47,0.58,6.76,6.77,140362.6,73719.72,56.54,8.87,3.5,4607,71.23,54.79,69.65,51.86,63.65,58.37,53.21,69.18,56.25,77.53,53.17,56.1,52.44,53.5,80.35,57.61,38.3,49.14,53.67,66.85,6.87,11.83,9.74,12.99,9.43,12.46,16.32,17.85,27.98,22.86,15.18,20.7,-0.31,-0.32,-0.48,-0.45,0.28,0.3,11577.09,4609.29,0,0,4606,4606,4605,4607,4607
451,7.37,86.32,96.12,0.61,6.6,195460.6,38.18,4624,300,28.15,0.58,6.74,6.75,143027.8,76209.41,56.76,8.53,0,4623,71.16,54.6,69.62,51.6,63.76,58.3,53.25,69.18,56.14,77.45,53.06,55.85,52.26,53.47,79.76,57.61,40.01,54.47,57.47,62.28,6.68,10.31,10.89,13.94,9.62,13.97,15.94,18.05,25.82,23.84,15.96,22.08,-0.31,-0.32,-0.48,-0.44,0.27,0.29,11613.28,4622.78,0,0,4624,4624,4624,4624,4623
452,6.93,85.8,96.18,0.61,6.55,194831.6,37.77,4598,300,27.83,0.58,6.76,6.77,143300.6,74959.69,56.58,8.97,3.5,4598,71.08,54.64,69.51,51.53,63.83,57.94,52.73,69.36,55.96,77.45,52.84,55.7,51.67,53.25,79.69,57.5,38.87,54.47,62.8,62.66,6.87,11.07,9.36,12.99,9.24,13.59,15.74,17.85,24.44,26.21,15.57,21.89,-0.32,-0.32,-0.48,-0.44,0.28,0.3,11551.17,4598.19,0,0,4598,4598,4598,4597,4598
453,7.03,86.24,96.15,0.61,7.03,192582.3,37.65,4597,300,27.86,0.58,6.75,6.76,143883.9,73351.91,56.36,8.38,0,4597,71.08,54.68,69.47,51.53,63.65,57.97,52.81,69.43,56.03,77.53,52.92,55.66,51.78,53.03,80.31,57.42,38.49,53.33,56.52,61.52,6.87,10.69,10.51,13.56,9.43,13.59,16.32,18.24,26.21,21.28,14.98,20.11,-0.32,-0.32,-0.48,-0.44,0.28,0.3,11546,4596,0,0,4597,4597,4597,4597,4597
454,6.04,84.67,96.15,0.61,6.21,195285.4,41.31,4565,300,27.66,0.58,6.75,6.76,144667.4,72020.52,56.47,8.9,3.47,4565,70.9,54.49,69.51,51.16,63.57,57.72,52.37,69.51,55.55,77.31,52.59,55.48,51.45,52.84,79.54,57.06,36.01,52.56,56.33,65.71,7.25,10.5,9.74,13.37,8.87,14.53,15.94,17.85,21.88,23.06,15.77,23.27,-0.32,-0.32,-0.48,-0.44,0.28,0.3,11467.25,4564.67,0,0,4565,4565,4565,4565,4564
455,5.63,85.66,96.24,0.61,6.61,193849.2,36.69,4610,300,27.52,0.58,6.76,6.76,142075.1,78710.9,56.87,8.47,4.85,4609,71.08,54.31,68.99,51.34,63.72,57.94,52.63,69.62,55.7,77.45,52.7,55.48,51.75,52.99,79.76,57.31,40.21,51.99,62.04,69.9,7.83,10.88,9.55,13.94,9.43,13.4,16.13,18.24,25.82,24.63,14.39,19.91,-0.32,-0.32,-0.48,-0.44,0.27,0.29,11581.79,4610.28,0,0,4610,4609,4609,4610,4610
456,4.5,84.85,96.24,0.61,6.57,199664.1,36.72,4588,300,27.22,0.58,6.74,6.75,143149.4,77391.12,56.58,8.7,0,4587,70.94,54.24,68.77,51.23,63.54,57.79,52.26,69.69,55.52,77.34,52.48,55.15,51.05,52.63,79.58,57.06,37.73,51.8,61.09,68.76,7.25,10.12,10.7,15.09,9.24,13.59,16.13,18.24,22.47,24.24,14.39,18.14,-0.32,-0.32,-0.48,-0.43,0.28,0.29,11524.81,4587.57,0,0,4588,4588,4588,4587,4588
457,3.27,85.55,96.21,0.61,6.63,193324.3,36.08,4603,300,27.47,0.58,6.77,6.78,147155.6,76935.92,56.54,9.01,0,4603,70.97,54.31,68.85,51.23,63.57,57.86,52.3,69.87,55.44,77.42,52.33,55.15,51.12,52.63,79.5,57.13,39.25,51.23,59.76,63.23,7.25,10.31,12.8,15.47,9.24,13.78,15.94,17.85,28.38,24.24,15.18,18.73,-0.32,-0.33,-0.48,-0.43,0.27,0.29,11564.31,4603.27,0,0,4603,4603,4603,4604,4603
458,2.42,85.84,96.21,0.61,6.7,197190.4,37.13,4602,300,27.73,0.58,6.76,6.77,143229.9,74779.4,56.36,8.57,4.87,4603,70.94,54.38,69.1,51.42,63.61,58.19,52.48,69.73,55.7,77.42,52.44,55.26,51.12,52.77,79.72,57.13,49.35,50.66,70.79,70.28,7.25,11.26,11.27,13.37,9.24,12.65,15.74,18.24,27.59,22.46,15.18,16.17,-0.33,-0.33,-0.48,-0.43,0.28,0.29,11561.84,4602.17,0,0,4602,4603,4603,4602,4602
459,1.08,84.71,96.15,0.61,6.2,198457.3,42.24,4572,300,28.44,0.59,6.73,6.74,137668.2,73238.09,56.36,8.56,0,4572,71.05,54.6,69.51,51.6,63.57,58.3,52.73,69.21,55.77,77.34,52.66,55.41,51.56,52.95,79.5,57.2,38.68,55.04,59.76,63.42,6.68,10.5,12.03,16.05,9.05,12.46,15.94,17.47,20.3,23.25,13.01,18.14,-0.34,-0.34,-0.49,-0.43,0.27,0.29,11485.31,4571.85,0,0,4572,4571,4571,4571,4571
460,1.29,86.98,96.24,0.61,6.4,195447.7,38.16,4609,300,29.22,0.59,6.73,6.74,141993.4,79371.57,56.76,8.56,3.42,4609,71.16,54.86,69.62,51.86,63.54,58.78,53.25,69.03,56.32,77.42,52.99,55.7,52.22,53.47,79.83,57.68,41.54,56.56,58.42,66.28,7.06,11.26,10.12,14.52,9.24,13.02,15.94,17.85,25.03,24.44,15.37,20.9,-0.34,-0.34,-0.48,-0.43,0.27,0.29,11578.73,4608.99,0,0,4609,4609,4609,4609,4609
461,0.37,87.27,96.24,0.61,6.66,194246.1,38.6,4616,300,29.35,0.59,6.73,6.73,147133.3,79152.73,56.73,8.6,0,4615,71.23,54.93,69.54,52.15,63.65,59,53.5,68.99,56.43,77.71,53.17,55.92,52.44,53.65,79.87,57.83,43.83,51.8,60.52,64.76,6.68,10.69,11.46,14.33,9.43,13.4,15.74,18.24,29.56,25.81,16.56,21.29,-0.35,-0.35,-0.48,-0.43,0.27,0.28,11595.52,4615.68,0,0,4616,4616,4616,4615,4616
462,0.4,87.78,96.21,0.61,7.29,199473.3,38.01,4603,300,29.3,0.58,6.76,6.76,144783.6,77009.32,56.4,8.75,0,4603,71.45,55.12,69.62,52.15,63.76,58.74,53.47,68.99,56.51,77.86,53.28,56.03,52.52,53.91,80.24,57.9,39.25,54.09,60.33,66.09,6.68,10.69,10.31,15.66,9.62,13.97,15.74,17.85,25.23,24.44,14.98,18.73,-0.35,-0.35,-0.47,-0.42,0.28,0.29,11567.02,4604.4,0,0,4603,4604,4604,4604,4603
463,0.02,85.73,96.18,0.61,6.39,198464.2,38.6,4551,300,29.1,0.59,6.75,6.75,146259.1,69661.41,56.36,9,0,4550,71.01,54.93,69.43,51.93,63.43,58.48,53.17,68.99,56.1,77.53,53.17,55.85,52.08,53.39,79.83,57.39,43.64,52.18,53.67,68.57,6.87,9.93,10.7,15.47,8.87,13.4,16.13,18.05,24.04,20.3,15.77,22.28,-0.35,-0.35,-0.47,-0.42,0.29,0.3,11431.05,4550.21,0,0,4551,4550,4550,4551,4551
464,0.02,86.68,96.12,0.62,6.82,200227.9,38.57,4601,300,29.18,0.59,6.76,6.77,136205.6,78059.7,56.43,8.82,3.43,4602,71.27,54.93,69.69,52,63.61,58.19,53.25,69.03,56.18,77.53,53.03,55.85,52.26,53.54,79.83,57.64,44.21,56.56,57.85,66.85,7.06,10.69,9.93,14.14,9.24,12.46,15.94,18.05,27.79,21.68,13.8,17.55,-0.35,-0.35,-0.47,-0.42,0.28,0.29,11559.19,4601.22,0,0,4601,4602,4601,4602,4601
465,-0.28,87.71,96.24,0.61,6.61,195511.5,37.67,4615,300,29.27,0.59,6.75,6.76,142684,79208.41,56.47,8.96,0,4615,71.19,55.15,69.65,52.22,63.65,59.4,53.39,68.96,56.43,77.67,53.17,55.99,52.88,53.8,79.91,57.97,45.92,58.28,58.61,67.61,6.87,10.69,10.7,14.71,9.81,13.78,16.13,18.05,31.73,25.03,14.78,19.32,-0.35,-0.35,-0.47,-0.43,0.27,0.29,11596.19,4616.02,0,0,4615,4616,4615,4616,4615
466,-0.08,87.63,96.18,0.61,6.43,194877.8,37.62,4603,300,29.4,0.58,6.77,6.78,141161.6,76634.61,56.58,8.72,4.89,4603,71.3,55.08,69.58,52.3,63.68,59.51,53.43,68.92,56.4,77.71,53.28,56.03,53.03,53.8,79.76,57.68,40.97,51.99,56.71,64,6.87,11.26,13.37,15.28,8.87,13.21,15.74,18.24,26.6,23.84,13.01,19.13,-0.35,-0.35,-0.48,-0.43,0.28,0.3,11561.53,4602.11,0,0,4603,4603,4602,4603,4603
467,-1.07,87.2,96.33,0.61,6.62,197637.6,37.7,4613,300,29.2,0.58,6.75,6.75,143183.4,76181.23,56.76,9.23,4.85,4612,71.3,55.04,69.62,52.11,63.79,58.74,53.36,68.96,56.4,77.53,53.1,55.96,53.06,53.65,79.83,57.86,39.63,52.56,58.99,69.52,6.87,10.5,13.18,15.47,9.43,13.59,15.94,17.85,27.2,24.44,12.81,18.14,-0.35,-0.35,-0.48,-0.43,0.27,0.29,11587.42,4612.49,0,0,4613,4613,4613,4612,4613
468,-0.22,86.87,96.36,0.61,6.52,194735.5,36.55,4584,300,29.05,0.58,6.75,6.76,137235.4,73215.66,56.54,8.84,0,4583,71.05,55.08,69.32,52.19,63.65,59.03,53.25,69.1,56.25,77.71,53.1,55.85,52.37,53.5,79.83,57.64,37.92,52.95,58.23,68,7.06,10.88,10.31,14.9,9.43,11.89,15.94,17.66,27,18.72,14.39,22.67,-0.35,-0.35,-0.48,-0.44,0.28,0.3,11513.9,4583.08,0,0,4584,4583,4583,4584,4584
469,-0.01,87.82,96.39,0.61,6.7,195111.3,36.04,4599,300,28.98,0.59,6.73,6.74,139121.6,73799.48,56.47,8.99,4.79,4600,71.23,55.08,69.18,52.11,63.65,58.37,53.39,68.92,56.32,77.56,53.1,55.88,52.63,53.54,79.98,57.61,39.25,50.85,55.95,90.66,7.06,10.12,12.23,13.94,9.43,13.4,15.74,17.85,25.82,21.48,14.98,23.27,-0.35,-0.35,-0.48,-0.44,0.29,0.31,11554.69,4599.56,0,0,4599,4600,4600,4599,4599
470,0.57,88.04,96.39,0.61,6.51,197895.4,36.06,4605,300,29.1,0.58,6.73,6.74,144467.1,73520.6,56.36,8.84,4.74,4606,71.23,55.15,69.47,52.26,63.76,58.78,53.43,68.99,56.51,77.75,53.36,56.03,53.25,53.72,80.24,57.75,38.68,50.66,60.33,67.81,6.49,11.26,13.18,15.85,9.24,13.21,15.94,17.85,25.62,21.48,13.99,18.14,-0.35,-0.35,-0.48,-0.44,0.28,0.3,11570.15,4605.6,0,0,4605,4606,4606,4606,4605
471,1.36,86.43,96.3,0.61,6.83,194008.4,37.21,4566,300,29.25,0.59,6.75,6.76,143608.9,70677.6,56.8,8.84,0,4567,71.12,54.97,69.1,52.22,63.54,58.81,53.25,69.03,56.32,77.6,53.25,55.88,52.22,53.65,79.69,57.83,37.35,49.52,57.47,75.61,6.68,10.12,10.89,15.09,8.87,13.4,16.32,17.66,26.6,21.09,13.4,19.91,-0.34,-0.35,-0.48,-0.42,0.29,0.3,11472.78,4566.82,0,0,4566,4567,4567,4567,4567
472,2.35,87.82,96.18,0.61,6.45,196467.8,38.16,4567,300,29.22,0.58,6.74,6.75,140697.9,70087.44,56.69,8.9,0,4567,71.19,55.26,69.43,52.26,63.65,58.45,53.58,68.85,56.62,77.71,53.54,56.1,52.48,53.87,79.91,57.86,40.4,51.04,65.08,68.57,7.06,10.12,9.74,13.37,8.87,12.84,16.13,17.66,29.36,20.89,13.4,20.7,-0.34,-0.34,-0.48,-0.43,0.29,0.3,11473.43,4567.02,0,0,4567,4567,4567,4567,4567
473,3.41,88.11,96.04,0.61,6.31,194406.5,37.99,4566,300,29.79,0.59,6.76,6.77,141340.1,69512.88,56.65,9.2,4.92,4566,71.38,55.33,69.62,52.52,63.46,59.18,53.76,68.81,56.76,77.89,53.61,56.43,52.48,54.05,80.05,58.04,37.16,48.57,54.81,85.14,6.87,10.31,10.51,13.37,9.24,13.97,16.7,18.24,20.89,22.46,13.6,21.49,-0.34,-0.34,-0.46,-0.43,0.28,0.3,11472.78,4566.98,0,0,4566,4567,4566,4566,4566
474,4.47,88.81,95.95,0.61,6.77,195994.7,36.87,4614,300,30.05,0.59,6.75,6.76,146437.2,73117.95,56.87,8.85,3.5,4614,71.45,55.3,69.8,52.66,63.57,58.63,54.09,68.7,57.02,77.97,53.65,56.54,53.03,54.38,80.09,58.23,37.16,51.8,52.9,67.04,6.49,10.88,11.08,15.28,10.19,14.35,15.94,17.85,30.35,22.27,15.96,18.14,-0.33,-0.34,-0.46,-0.44,0.28,0.29,11591.28,4614.01,0,0,4614,4614,4614,4614,4614
475,5.43,88.55,95.89,0.61,6.49,194988,38.09,4593,300,30.32,0.59,6.77,6.78,144101.8,74190.77,56.58,8.97,0,4594,71.48,55.44,69.98,52.73,63.76,59.51,54.09,68.74,57.13,77.97,53.83,56.62,53.03,54.38,80.24,58.26,35.63,50.09,53.48,74.09,6.68,10.31,9.36,14.14,9.43,13.59,15.94,17.85,23.06,25.03,14.19,17.55,-0.33,-0.34,-0.45,-0.44,0.28,0.29,11541.75,4594.32,0,0,4593,4594,4595,4594,4593
